Time (seconds),Latency (ms),Throughput (Mbps),Packet Loss (%)
0,26.82895706452711,9.347275386649555,0.6361195804379838
60,26.361195300943123,9.09896190901597,0.3859934591862893
120,26.07767983455915,9.869155811724873,0.4980966067082004
180,26.124011478791477,9.260246913257651,0.40179167011004036
240,24.245019637777318,9.305660503417881,0.3948277123770757
300,24.61524359372388,9.108805829082808,0.5537961347364911
360,25.111284889776822,9.310913440697707,0.5175714510398636
420,22.774008282320036,9.404580526993607,0.555482927080968
480,25.677170193084017,9.19245597617034,0.41910498243567296
540,27.30052370571329,9.168178719401093,0.30599496526259556
600,23.533971116035843,9.795645711204443,0.6311905915903345
660,24.0878399416233,9.543318165073005,0.4468500822111447
720,22.842156175244142,9.58046766306897,0.4628500614260446
780,22.10133659726737,8.979226533416178,0.41378150239577616
840,27.20082799419061,9.245292250924075,0.4170011022068496
900,26.199588798842385,9.230569445689326,0.6404868514899786
960,27.864517708086225,9.998830156325212,0.5880434671826763
1020,27.2319442471805,9.317737600263955,0.48871745341837347
1080,23.75470641474118,9.814505325492382,0.5414507737479659
1140,22.3842770703058,9.743445039187915,0.7151639507502938
1200,23.36758918560262,9.777636272606738,0.6013739485395411
1260,25.283600355089177,9.769902131545571,0.5382940729748699
1320,25.63479047459143,9.90245872859954,0.4090795936964098
1380,24.071874305287064,9.2674521245288,0.5776671816937109
1440,24.42176244606071,9.441199553121802,0.54925747886191
1500,22.119564826169785,9.632338950327872,0.4218840322225774
1560,23.961444118678504,9.453423544786437,0.5432264763441773
1620,26.574765840312875,9.654133509252484,0.5168292391056113
1680,21.997116004953757,9.289544130212883,0.5963367251386019
1740,24.71141367450546,9.526632062280262,0.542200911109383
1800,20.44588963773549,9.340758280357427,0.4008915298997673
1860,22.862671753521767,9.645031955575575,0.6290765698058944
1920,22.033491287331806,9.269177190727959,0.5364142483094455
1980,23.589322951334793,9.68265109343688,0.6324547308177625
2040,25.371822863519867,9.392378973687011,0.3351231326845848
2100,25.217118981433877,9.841548611079325,0.45650558356554743
2160,26.41438691230109,9.149188368534128,0.46043113085996
2220,23.81425488322828,9.235591716591824,0.5675020619732347
2280,24.419957047456226,9.211078237241075,0.4601649243573108
2340,28.742149573362852,10.066579473213526,0.5152222550014705
2400,20.22377677229992,9.39774593206469,0.415111644907294
2460,24.658859768952382,9.296222417710025,0.5153411036333866
2520,24.833527673031256,9.90221495119798,0.51710932205931
2580,24.857653782357833,9.63537320258005,0.6029523512161614
2640,28.395134032620696,9.562699916331512,0.6477282261035303
2700,26.596019313241573,9.026306927564404,0.4623533469265871
2760,26.106271201467635,9.79744119342713,0.6520070256518561
2820,24.85566318047109,9.421359194500443,0.6017918256624816
2880,25.104158716435354,9.540851698135748,0.7565600626095803
2940,21.53484121607248,9.164535739789057,0.48044320342581204
3000,23.8410350271042,9.451029699918895,0.391461110412631
3060,25.23608967688644,9.502119394023346,0.5984850130167921
3120,23.139941849469015,10.327880079306132,0.6197909339712914
3180,25.869432436828312,9.596879286686328,0.550490611136402
3240,24.014696827174145,9.674222965522018,0.4640357103500141
3300,22.469442517520875,9.322403381342172,0.5487238795241455
3360,24.361797639400567,9.531061998149841,0.4734510068630629
3420,26.768617391663316,9.31135865906714,0.39973742314905275
3480,26.630028619577622,9.348649470746597,0.5067733317843598
3540,24.640452416995483,9.408930573292164,0.4099234153286895
3600,28.087674298206135,9.655820466986187,0.5379548898635521
3660,24.18310479567425,9.112699571628012,0.42686303246275364
3720,25.723011132972758,9.127489486059543,0.2620186945765921
3780,23.254604124692797,9.511676119843797,0.4564352562738102
3840,21.741887576075015,9.47688981702877,0.5859423212979769
3900,26.068775906869618,9.242138807554914,0.39719313930082534
3960,25.497887613631526,9.878740990730554,0.4850884408438498
4020,22.28090373483606,9.643221061268545,0.5037147054052373
4080,27.345244892906024,9.36527068942608,0.27395505220264765
4140,22.439454368940503,9.938674739927276,0.4912568613509763
4200,23.224093579456888,9.677075754874584,0.5496818035698149
4260,25.05553157293445,9.098149564269246,0.4341290910335833
4320,25.862508567394638,9.194254628312363,0.38639412372235094
4380,23.791526520474257,9.345152151707156,0.532460289099196
4440,25.85386070198329,9.269950989017827,0.4325900057419043
4500,25.57009595048018,9.927719270369577,0.4572641200551042
4560,24.34019944049463,9.396096352122239,0.39742078707281764
4620,24.870781314079515,9.169773024155434,0.3857669629584504
4680,23.816914011211118,9.731150225070754,0.6387502329930399
4740,24.181501987805603,9.197838041161818,0.621700767734616
4800,24.185708953318226,9.955928100978234,0.5228111418062928
4860,24.572517077402452,9.353396851898355,0.40632238096502216
4920,21.66561716660292,9.203730417402115,0.5177590529712347
4980,27.3066545308203,9.43785712673793,0.16196235150060506
5040,22.812981829678222,9.98785438712274,0.6189839313758259
5100,23.755201611566992,9.038090415796576,0.5570619320162609
5160,25.889562200143043,9.504990420303892,0.4838168269905832
5220,26.87153108331764,9.827690739474024,0.4779575393320582
5280,27.42719397354805,9.793642526574962,0.6295514751839808
5340,27.177476791932815,9.611082437689275,0.4932236542333952
5400,25.10395025195913,9.461312449276209,0.5455576785645245
5460,24.342526094091703,9.583533873192282,0.3806837521694597
5520,23.951324938123427,9.536149385036213,0.3590605507279175
5580,24.729562709616932,9.13975019532874,0.3790982177278295
5640,27.01579279283471,9.252781818714732,0.49721913524953926
5700,21.924232234261684,9.210817909491627,0.48704780413424315
5760,21.122824959141617,9.319719139878611,0.4862269701682934
5820,24.73635764604022,10.085184367607729,0.2773741531353461
5880,25.135538588382655,9.980845201166247,0.5246006429534584
5940,28.63089935598657,9.711128686882041,0.5150386518745853
6000,25.67435491993462,9.583651357698928,0.42601809716058836
6060,23.47306027121118,9.24146030883122,0.4823190865356073
6120,26.565419498869026,9.501060241344343,0.5822967317530855
6180,29.378760487732656,9.765011082718026,0.3491683118427005
6240,25.97987220313079,9.54453450766805,0.590877081096042
6300,28.020466950072894,9.774445381700586,0.5400018303721611
6360,26.95746027230491,9.568012343906252,0.3758991748190486
6420,22.1659898353416,9.455371403632691,0.3416732116882488
6480,24.730753673434332,9.11212792832465,0.4239237079681431
6540,26.846886512720676,10.143430288141596,0.440131834434351
6600,23.415307096726337,9.334912158580813,0.5613967559759228
6660,27.176477183886625,9.678874203337651,0.6270229435808122
6720,24.83761818898136,9.884354234772417,0.38997404634184485
6780,23.25099986709183,9.62563928182179,0.5302274782816702
6840,24.268172802041462,8.900523216650338,0.619707036714396
6900,23.847912478406933,9.768548503138328,0.5042027900301917
6960,26.61217365362397,8.947430109192998,0.5934569894810325
7020,23.787307900058828,9.159544538548634,0.43866643629697
7080,26.724377580502704,9.439976332983944,0.5220456150391911
7140,25.293101548842465,9.96203324548535,0.5524654540558989
