Time (seconds),Latency (ms),Throughput (Mbps),Packet Loss (%)
0,1.9566703422398812,1.078798102986036,1.6673631347592235
75,2.7441032220233237,1.042248280981809,0.21212100650396323
150,3.731989030248293,1.307925539950431,0.4462670858991319
225,2.6360721120025685,1.3709479702490965,0.14869365456005917
300,0.8821044499860422,0.8875286799192039,0.1081667876623616
375,1.0804429990900535,0.6114847672933084,-0.37918125203144326
450,1.8067395841893874,1.0380987938881885,1.0900529779211336
525,3.000459341141955,0.9892259928274074,-2.6230357692601696
600,1.7634366856481551,0.9602162319457407,-0.2552513118394013
675,0.6181807927026455,0.9482272931974672,0.21433093973560802
750,1.2600221582571063,1.0172327105861247,0.6045704875382222
825,2.473670191060193,0.923952267575858,-2.2295809606977377
900,3.4882183510288183,1.1865943457721013,-0.2241012023376473
975,1.9679430755477947,0.7002962822953944,0.9553993831862007
1050,0.7492560597164521,1.0090174688595581,0.21095205716282622
1125,1.6556842625291468,0.6773734646343785,-2.067285870815755
1200,2.9360926614997176,1.2249940025192592,0.522830129003198
1275,3.3966285712226885,1.0447281703957179,0.3121003835923361
1350,1.0347876197165662,1.3052783953453377,0.2655154211350027
1425,1.680293519751055,0.6508925861010266,1.3878697518468366
1500,0.8492387651294893,0.8714686798245872,-0.7332170300131092
1575,3.332264970856115,1.0709114273539224,1.0341221328015802
1650,3.9533009642795323,0.8964058775557736,-1.2531500633553119
1725,2.4817972256805834,1.4643370200286339,0.32623257512612397
1800,0.5199724302133704,0.9092420867563209,-0.18517343822486307
1875,3.9779936391498,0.9475482694028612,1.2735528024376521
1950,3.111799988064384,0.701243622830751,-0.5286635555140128
2025,2.441614473526995,0.8318897437777226,-0.5304549354512944
2100,2.462937135082257,1.195226750785377,-0.3012344464062679
2175,1.3412048399604575,1.0995249921040937,-0.5978438337293477
2250,0.8782517678265243,1.0771233130591162,0.47250184883651286
2325,2.9684045969108945,1.1542266451830563,0.9637452390824859
2400,2.44549835043465,1.04103506281164,2.425602189230373
2475,1.0633703343594032,1.3849126982570614,0.7929314032075485
2550,0.8644300356406407,1.0687051923878577,1.3015762808629103
2625,1.7376614237158816,0.7517403200921462,0.43507631301561445
2700,0.6901862625161104,0.9649670651738597,-2.7625243452031447
2775,3.3020419402672263,1.213659911967393,-0.44972279860424264
2850,3.3921585617026357,1.1928732305259415,-1.765221683739142
2925,2.281273815317661,1.3579536862624588,-0.743930914664546
3000,1.1047728946559952,0.8931384654501545,0.09556331170121013
3075,0.36239060565202985,1.3212821362278313,-1.0308841885893558
3150,3.1867060514964254,0.7523177676444903,-0.4946838642266062
3225,1.5433692309811993,1.0565414509317756,-0.9120640087828742
3300,1.7505514015524546,0.6681199535290361,-0.8021867106200641
3375,0.8080219945319866,1.0830840681013898,-1.0839314427007996
3450,2.4708317412143543,0.8655778934887233,-0.1689887044924271
3525,0.0602198575053432,0.4741590272616991,1.0788451977747018
3600,1.0895818633952068,0.7408983245560294,1.604408759778894
3675,3.043307832477535,1.1778349551371725,1.3177412297960611
3750,2.1554993260368582,0.8136921553930088,0.5923741458346139
3825,0.621047228437265,1.1439538069887463,-1.597480890979572
3900,3.1694602956345896,0.8597028501470887,-0.009020978747636419
3975,1.9643693472449542,1.4197751482381156,-1.95735705077003
4050,3.6849484794464944,1.0487163269903341,1.2077714484888473
4125,2.6442499358465947,1.115136648237975,1.8182296061782763
4200,0.4117126716668671,0.9231363463762063,0.9647273338218058
4275,2.4711612592180083,0.8605619891044338,-0.7119499051111325
4350,3.1901885165825865,1.1192075564502488,-0.8696755336072033
4425,2.051401082520905,0.9819662810986896,-0.7697263475078778
4500,2.3201246891660183,1.0105153081818858,0.9753594912714403
4575,2.5943033824054638,0.71138066640446,-0.12502256089694558
4650,0.5009152648230266,0.9865706344090241,2.0435671148342394
4725,0.3899393242716589,0.9042496209731612,1.205903729866719
4800,1.492509231617905,1.2167346951366287,-0.58857184626832
4875,3.5286157341673245,1.2933426790564115,0.195688172877477
4950,3.9865007663661354,0.9413752901233166,2.385469137639577
5025,3.0066344565199636,1.272877547745542,-0.6473132896338893
5100,1.523546179150236,1.040569912431481,1.2922208684846979
5175,2.261978824827974,1.1725225635562588,-0.7262315493472917
5250,1.004083889888384,1.1806320751812105,0.10919016806570506
5325,2.0947186943315796,0.6549387923217663,2.180310421153222
5400,0.46024687225617233,0.9262348778079852,1.3884583263126142
5475,0.9300961736892783,0.7664764026701149,0.7415787966465234
5550,1.626515014502107,0.9225015237954206,0.43104288267322055
5625,0.3108202226311936,1.138318959300427,2.037905184050285
5700,3.374246997839159,1.4636111228854964,-0.635161001740905
5775,1.943304278193895,0.8833268914539926,0.6009289773183963
5850,0.8406530049988428,1.0990797856438645,-0.6163801516700265
5925,0.6434271789181327,0.9714224272506825,0.5883033987776726
6000,0.4649910753150417,1.5599894770747584,0.29417531321048324
6075,1.1789217866812645,1.0573260614427251,-0.38607867118950456
6150,1.7090232228899187,1.4216912791075005,-1.2549190950941167
6225,1.7283851249411,0.8022643908049317,-1.0578525847374929
6300,0.142803933198278,1.0810051070019775,-2.3493258060425584
6375,3.4519062598531556,1.0293987902506163,-0.05655965436988769
6450,1.9773333523494845,0.8738694402297363,1.5420830659039735
6525,1.9338931630002505,0.8706783336681826,1.210248621791527
6600,3.832476143586028,0.7522285541542761,1.1949409108814284
6675,3.400830212076708,0.891304818214292,-0.488140016901754
